,data_values,time
0,-0.0069698435,0.0
1,-0.0079529025,4.5351473922902495e-05
2,-0.00890346,9.070294784580499e-05
3,-0.009798353,0.00013605442176870748
4,-0.010616516,0.00018140589569160998
5,-0.011340003,0.00022675736961451248
6,-0.011954754,0.00027210884353741496
7,-0.012451224,0.00031746031746031746
8,-0.012824794,0.00036281179138321996
9,-0.013075813,0.00040816326530612246
10,-0.013209493,0.00045351473922902497
11,-0.013235515,0.0004988662131519275
12,-0.013167373,0.0005442176870748299
13,-0.013021582,0.0005895691609977325
14,-0.012816701,0.0006349206349206349
15,-0.012572314,0.0006802721088435374
16,-0.01230799,0.0007256235827664399
17,-0.0120422775,0.0007709750566893424
18,-0.011791798,0.0008163265306122449
19,-0.011570519,0.0008616780045351474
20,-0.0113891605,0.0009070294784580499
21,-0.011254892,0.0009523809523809524
22,-0.011171219,0.000997732426303855
23,-0.01113805,0.0010430839002267573
24,-0.011152053,0.0010884353741496598
25,-0.011207137,0.0011337868480725624
26,-0.011295062,0.001179138321995465
27,-0.011406184,0.0012244897959183673
28,-0.011530196,0.0012698412698412698
29,-0.011656871,0.0013151927437641724
30,-0.01177675,0.0013605442176870747
31,-0.011881714,0.0014058956916099773
32,-0.0119654555,0.0014512471655328798
33,-0.0120237265,0.0014965986394557824
34,-0.012054483,0.0015419501133786847
35,-0.012057827,0.0015873015873015873
36,-0.012035825,0.0016326530612244899
37,-0.011992151,0.0016780045351473922
38,-0.011931714,0.0017233560090702948
39,-0.011860133,0.0017687074829931973
40,-0.011783264,0.0018140589569160999
41,-0.011706703,0.0018594104308390022
42,-0.011635395,0.0019047619047619048
43,-0.011573247,0.0019501133786848073
44,-0.011522916,0.00199546485260771
45,-0.011485704,0.0020408163265306124
46,-0.011461533,0.0020861678004535146
47,-0.011449089,0.002131519274376417
48,-0.011446037,0.0021768707482993197
49,-0.011449297,0.0022222222222222222
50,-0.011455396,0.0022675736961451248
51,-0.011460858,0.0023129251700680273
52,-0.011462493,0.00235827664399093
53,-0.011457755,0.002403628117913832
54,-0.011444938,0.0024489795918367346
55,-0.01142338,0.002494331065759637
56,-0.011393467,0.0025396825396825397
57,-0.011356621,0.0025850340136054422
58,-0.011315174,0.002630385487528345
59,-0.0112721175,0.0026757369614512473
60,-0.011230852,0.0027210884353741495
61,-0.011194849,0.002766439909297052
62,-0.011167344,0.0028117913832199546
63,-0.011150992,0.002857142857142857
64,-0.011147625,0.0029024943310657597
65,-0.01115801,0.0029478458049886623
66,-0.011181741,0.002993197278911565
67,-0.011217182,0.003038548752834467
68,-0.0112615395,0.0030839002267573695
69,-0.011310956,0.003129251700680272
70,-0.0113608185,0.0031746031746031746
71,-0.0114059355,0.003219954648526077
72,-0.011440949,0.0032653061224489797
73,-0.011460608,0.0033106575963718823
74,-0.011460175,0.0033560090702947844
75,-0.011435665,0.003401360544217687
76,-0.011384152,0.0034467120181405895
77,-0.01130391,0.003492063492063492
78,-0.011194537,0.0035374149659863946
79,-0.011056967,0.003582766439909297
80,-0.010893395,0.0036281179138321997
81,-0.010707119,0.003673469387755102
82,-0.010502327,0.0037188208616780044
83,-0.010283826,0.003764172335600907
84,-0.010056761,0.0038095238095238095
85,-0.009826311,0.003854875283446712
86,-0.009597376,0.0039002267573696146
87,-0.00937436,0.003945578231292517
88,-0.009160934,0.00399092970521542
89,-0.008959902,0.004036281179138322
90,-0.008773128,0.004081632653061225
91,-0.008601504,0.004126984126984127
92,-0.008445045,0.004172335600907029
93,-0.008302961,0.004217687074829932
94,-0.008173862,0.004263038548752834
95,-0.0080559,0.004308390022675737
96,-0.007947034,0.004353741496598639
97,-0.0078451475,0.004399092970521542
98,-0.0077482904,0.0044444444444444444
99,-0.0076547917,0.004489795918367347
100,-0.00756338,0.0045351473922902496
101,-0.007473208,0.004580498866213152
102,-0.0073838523,0.004625850340136055
103,-0.007295282,0.004671201814058957
104,-0.00720777,0.00471655328798186
105,-0.0071217734,0.004761904761904762
106,-0.007037781,0.004807256235827664
107,-0.0069561903,0.004852607709750567
108,-0.0068771555,0.004897959183673469
109,-0.006800487,0.004943310657596372
110,-0.0067255725,0.004988662131519274
111,-0.0066513084,0.005034013605442177
112,-0.006576104,0.005079365079365079
113,-0.0064979433,0.005124716553287982
114,-0.0064144484,0.0051700680272108845
115,-0.0063230167,0.005215419501133787
116,-0.0062209424,0.00526077097505669
117,-0.0061055794,0.005306122448979592
118,-0.0059744962,0.005351473922902495
119,-0.005825624,0.005396825396825397
120,-0.0056573884,0.005442176870748299
121,-0.0054687825,0.0054875283446712015
122,-0.00525942,0.005532879818594104
123,-0.005029583,0.005578231292517007
124,-0.004780169,0.005623582766439909
125,-0.0045126495,0.005668934240362812
126,-0.0042289617,0.005714285714285714
127,-0.003931396,0.005759637188208617
128,-0.0036224525,0.005804988662131519
129,-0.0033047122,0.005850340136054422
130,-0.0029807088,0.0058956916099773245
131,-0.0026527806,0.005941043083900227
132,-0.0023229758,0.00598639455782313
133,-0.0019930014,0.006031746031746032
134,-0.00166418,0.006077097505668934
135,-0.0013374385,0.006122448979591836
136,-0.0010133359,0.006167800453514739
137,-0.0006921053,0.0062131519274376415
138,-0.00037373128,0.006258503401360544
139,-5.802238e-05,0.006303854875283447
140,0.00025528498,0.006349206349206349
141,0.00056647614,0.006394557823129252
