time,0,1,2
0.0,-0.024684468,-0.02450742,0.008253889
0.00045351473922902497,-0.060428992,-0.047736395,0.014808622
0.0009070294784580499,-0.07008006,-0.039938398,0.010475426
0.0013605442176870747,-0.084212095,-0.04119903,0.010272121
0.0018140589569160999,-0.08511083,-0.036049508,0.008580035
0.0022675736961451248,-0.07848527,-0.034257103,0.008633533
0.0027210884353741495,-0.059434697,-0.029401693,0.007642916
0.0031746031746031746,-0.037478667,-0.02687322,0.0081098415
0.0036281179138321997,-0.018771116,-0.024032163,0.008904075
0.004081632653061225,-0.010868973,-0.022241253,0.00905883
0.0045351473922902496,-0.016086526,-0.019478356,0.0083654905
0.004988662131519274,-0.03180798,-0.01686626,0.0068316474
0.005442176870748299,-0.05085658,-0.014167943,0.0051759146
0.0058956916099773245,-0.062390532,-0.010902604,0.004006604
0.006349206349206349,-0.06002492,-0.008664905,0.004036101
0.006802721088435374,-0.04153034,-0.0066168862,0.004096929
0.0072562358276643995,-0.01135513,-0.005031354,0.0036471998
0.007709750566893424,0.02056671,-0.0019851928,0.0030911162
0.00816326530612245,0.04139154,-6.5277294e-05,0.0029110508
0.008616780045351474,0.04573288,0.0034339153,0.0022709784
0.009070294784580499,0.030313332,0.006858466,0.0006109954
0.009523809523809525,0.0009786296,0.010682239,-0.0024873014
0.009977324263038548,-0.03349566,0.014374315,-0.004337289
0.010430839002267574,-0.060455948,0.017825695,-0.0063189934
0.010884353741496598,-0.070260026,0.020823438,-0.0070229396
0.011337868480725623,-0.057435114,0.022940196,-0.005839042
0.011791383219954649,-0.025834342,0.023004703,-0.0051491493
0.012244897959183673,0.013586554,0.021637725,-0.004247529
0.012698412698412698,0.047002077,0.020116363,-0.003384714
0.013151927437641724,0.064794615,0.02050086,-0.003412818
0.013605442176870748,0.06253753,0.021397484,-0.0046578352
0.014058956916099773,0.043294236,0.022815336,-0.005757412
0.014512471655328799,0.016402284,0.02516559,-0.006556385
0.014965986394557823,-0.008683076,0.02584405,-0.0071119494
0.015419501133786848,-0.02220044,0.026305843,-0.006421505
0.015873015873015872,-0.01901418,0.028084708,-0.0057026544
0.0163265306122449,-0.0009978605,0.029824093,-0.0059547657
0.016780045351473923,0.024458261,0.032107867,-0.006815547
0.017233560090702947,0.04740081,0.03386485,-0.008662854
0.017687074829931974,0.059678916,0.035003163,-0.0112183755
0.018140589569160998,0.05802796,0.035994567,-0.013344941
0.018594104308390022,0.044629578,0.03603389,-0.01295724
0.01904761904761905,0.025687784,0.03657449,-0.011183876
0.019501133786848073,0.00843365,0.036462728,-0.010400289
0.019954648526077097,0.0006667523,0.03632095,-0.010146452
0.02040816326530612,0.00379371,0.036534324,-0.010221364
0.020861678004535148,0.015396384,0.037132233,-0.010300107
0.021315192743764172,0.03087756,0.038373843,-0.011970844
0.021768707482993196,0.044830114,0.039308764,-0.014297335
0.022222222222222223,0.052820902,0.039504793,-0.015313415
0.022675736961451247,0.053119335,0.039388113,-0.016598146
0.02312925170068027,0.04723318,0.03910325,-0.01721859
0.023582766439909298,0.03875601,0.038038578,-0.017381998
0.024036281179138322,0.033831246,0.036690313,-0.018082589
0.024489795918367346,0.036184356,0.03482884,-0.019488284
0.024943310657596373,0.044682704,0.032186452,-0.020158237
0.025396825396825397,0.053067937,0.029115852,-0.020086372
0.02585034013605442,0.057842195,0.026618326,-0.021751808
0.026303854875283448,0.05767431,0.02563906,-0.022365404
0.026757369614512472,0.049020376,0.025063315,-0.021629805
0.027210884353741496,0.03422345,0.023427079,-0.022170939
0.027664399092970523,0.020509277,0.021852834,-0.02346621
0.028117913832199547,0.012781359,0.021122394,-0.023338106
0.02857142857142857,0.0135007035,0.018753856,-0.022053322
0.029024943310657598,0.023185134,0.015954345,-0.020855235
0.02947845804988662,0.04001109,0.0127339,-0.019828351
0.029931972789115645,0.057358846,0.0078059295,-0.018211877
0.030385487528344673,0.06794419,0.0039502434,-0.016499555
0.030839002267573697,0.06772567,0.0007533795,-0.015460618
0.031292517006802724,0.05785612,-0.0024459625,-0.015713006
0.031746031746031744,0.04257034,-0.00547191,-0.015092094
0.03219954648526077,0.0273556,-0.0079513835,-0.013257561
0.0326530612244898,0.017501647,-0.009569991,-0.012192991
0.03310657596371882,0.016784666,-0.010515107,-0.010657736
0.033560090702947847,0.024793718,-0.011559,-0.0097062625
0.034013605442176874,0.03540591,-0.0137905795,-0.008699106
0.034467120181405894,0.044171553,-0.016341435,-0.008219123
0.03492063492063492,0.047613572,-0.018828757,-0.007133006
0.03537414965986395,0.042651683,-0.021402458,-0.0054597235
0.03582766439909297,0.02936923,-0.024266222,-0.004728117
0.036281179138321996,0.012974315,-0.025512956,-0.0039293556
0.036734693877551024,-0.00053170475,-0.025542613,-0.0029340459
0.037188208616780044,-0.0070977528,-0.025731737,-0.0025285122
0.03764172335600907,-0.004956603,-0.025974073,-0.0024612837
0.0380952380952381,0.004462279,-0.026134903,-0.0018638308
0.03854875283446712,0.016493555,-0.025696972,-0.0013694243
0.039002267573696146,0.02561686,-0.026112493,-5.9706126e-06
0.03945578231292517,0.027368266,-0.027313024,0.000444652
0.039909297052154194,0.020313121,-0.028908784,-4.3988417e-05
0.04036281179138322,0.0067447326,-0.03004486,0.00030438602
0.04081632653061224,-0.009938105,-0.030859191,0.0009551962
0.04126984126984127,-0.023239186,-0.030470315,0.0014329562
0.041723356009070296,-0.028521577,-0.030451303,0.0025118738
0.04217687074829932,-0.025199346,-0.031813275,0.0030584547
0.042630385487528344,-0.01462402,-0.03324529,0.0035082353
0.04308390022675737,-0.00057198125,-0.034105167,0.0041138153
0.04353741496598639,0.00986893,-0.033129986,0.004363509
0.04399092970521542,0.012043973,-0.03296775,0.005954634
0.044444444444444446,0.0046994947,-0.032890078,0.00780231
0.044897959183673466,-0.012543117,-0.032038447,0.009192347
0.045351473922902494,-0.035234574,-0.031967714,0.011264732
0.04580498866213152,-0.056653753,-0.032028407,0.014439359
0.04625850340136054,-0.07268557,-0.030862836,0.01638606
